Time	AutoCorrelation

0.000000	1.009527
0.100000	1.004520
0.200000	0.997051
0.300000	0.989018
0.400000	0.980886
0.500000	0.972777
0.600000	0.964728
0.700000	0.956758
0.800000	0.948847
0.900000	0.940993
1.000000	0.933205
1.100000	0.925475
1.200000	0.917800
1.300000	0.910190
1.400000	0.902665
1.500000	0.895209
1.600000	0.887826
1.700000	0.880504
1.800000	0.873240
1.900000	0.866021
2.000000	0.858848
2.100000	0.851723
2.200000	0.844634
2.300000	0.837596
2.400000	0.830611
2.500000	0.823686
2.600000	0.816824
2.700000	0.810029
2.800000	0.803294
2.900000	0.796604
3.000000	0.789959
3.100000	0.783379
3.200000	0.776850
3.300000	0.770383
3.400000	0.763953
3.500000	0.757570
3.600000	0.751245
3.700000	0.744975
3.800000	0.738771
3.900000	0.732627
4.000000	0.726560
4.100000	0.720568
4.200000	0.714634
4.300000	0.708757
4.400000	0.702921
4.500000	0.697145
4.600000	0.691434
4.700000	0.685777
4.800000	0.680155
4.900000	0.674573
5.000000	0.669034
5.100000	0.663537
5.200000	0.658075
5.300000	0.652663
5.400000	0.647304
5.500000	0.641986
5.600000	0.636703
5.700000	0.631456
5.800000	0.626250
5.900000	0.621107
6.000000	0.616011
6.100000	0.610972
6.200000	0.605978
6.300000	0.601037
6.400000	0.596137
6.500000	0.591283
6.600000	0.586473
6.700000	0.581709
6.800000	0.576974
6.900000	0.572292
7.000000	0.567656
7.100000	0.563060
7.200000	0.558494
7.300000	0.553976
7.400000	0.549499
7.500000	0.545064
7.600000	0.540654
7.700000	0.536272
7.800000	0.531919
7.900000	0.527593
8.000000	0.523277
8.100000	0.518973
8.200000	0.514696
8.300000	0.510440
8.400000	0.506208
8.500000	0.502022
8.600000	0.497884
8.700000	0.493795
8.800000	0.489747
8.900000	0.485745
9.000000	0.481779
9.100000	0.477856
9.200000	0.473976
9.300000	0.470114
9.400000	0.466273
9.500000	0.462461
9.600000	0.458664
9.700000	0.454894
9.800000	0.451161
9.900000	0.447477
10.000000	0.443832
10.100000	0.440229
10.200000	0.436665
10.300000	0.433145
10.400000	0.429661
10.500000	0.426212
10.600000	0.422792
10.700000	0.419411
10.800000	0.416069
10.900000	0.412774
11.000000	0.409509
11.100000	0.406273
11.200000	0.403054
11.300000	0.399849
11.400000	0.396655
11.500000	0.393488
11.600000	0.390368
11.700000	0.387291
11.800000	0.384231
11.900000	0.381177
12.000000	0.378149
12.100000	0.375141
12.200000	0.372158
12.300000	0.369202
