ProtocolTime	Work

5	8.084625
10	16.575729
15	25.499337
20	34.172717
25	42.929972
30	51.295774
35	60.051372
40	68.338625
45	77.318297
50	86.168295
55	94.301545
60	103.607016
65	112.024308
70	120.794905
75	129.903323
80	137.685265
85	146.216192
90	156.204471
95	163.450351
100	172.822571
105	180.615540
110	190.019072
115	199.432727
120	207.107951
125	215.440575
130	224.851172
135	233.291142
140	241.123545
145	250.783559
150	259.005575
155	268.034304
160	276.027038
165	285.006567
170	294.251820
175	303.785803
180	310.665825
185	320.782440
190	329.926574
195	337.196699
200	345.558526
