ProtocolTime	Work

5	4.282470
10	8.591229
15	12.990993
20	17.249351
25	21.555287
30	25.878513
35	30.262131
40	34.630240
45	38.904863
50	43.232877
55	47.589229
60	51.994042
65	56.128015
70	60.540587
75	64.828613
80	69.261590
85	73.598858
90	77.855959
95	82.174529
100	86.531464
105	90.891396
110	95.165352
115	99.615157
120	103.780340
125	108.084621
130	112.536541
135	116.884228
140	121.174060
145	125.622678
150	130.064160
155	134.278837
160	138.556586
165	142.898435
170	147.147894
175	151.639163
180	155.802053
185	160.132225
190	164.634609
195	168.738417
200	173.197578
