Time	AutoCorrelation

0.000000	1.000172
0.100000	0.587791
0.200000	0.343065
0.300000	0.200015
0.400000	0.115803
0.500000	0.066686
0.600000	0.038125
0.700000	0.021961
0.800000	0.012818
0.900000	0.007700
1.000000	0.005743
1.100000	0.006462
1.200000	0.006037
1.300000	0.004775
1.400000	0.002763
1.500000	0.000644
1.600000	0.000489
1.700000	-0.000165
1.800000	-0.000723
1.900000	-0.001304
2.000000	-0.001928
2.100000	-0.001052
2.200000	-0.000556
2.300000	-0.000956
2.400000	0.000288
2.500000	0.000678
2.600000	0.001892
2.700000	0.001928
2.800000	0.001639
2.900000	0.001317
3.000000	0.001611
3.100000	0.002319
3.200000	0.002892
3.300000	0.001590
3.400000	0.001423
3.500000	0.001279
3.600000	0.000376
3.700000	0.000217
3.800000	-0.000340
3.900000	-0.000748
4.000000	-0.000765
4.100000	-0.000167
4.200000	0.001036
4.300000	0.001875
4.400000	0.002264
4.500000	0.001297
4.600000	-0.000168
4.700000	-0.001778
4.800000	-0.001139
4.900000	-0.001476
5.000000	-0.002438
5.100000	-0.002463
5.200000	-0.002151
5.300000	-0.001963
5.400000	-0.000638
5.500000	-0.000477
5.600000	-0.000333
5.700000	-0.000273
5.800000	0.000142
5.900000	-0.000926
6.000000	-0.000533
6.100000	-0.000611
6.200000	0.000026
6.300000	0.000835
6.400000	0.000437
6.500000	0.000586
6.600000	0.000424
6.700000	-0.000276
6.800000	0.000502
6.900000	0.000465
7.000000	0.000718
7.100000	0.001313
7.200000	0.001738
7.300000	0.001500
7.400000	0.000583
7.500000	0.000416
7.600000	-0.000071
7.700000	0.000325
7.800000	0.001043
7.900000	0.000082
8.000000	-0.000593
8.100000	-0.000859
8.200000	-0.000924
8.300000	-0.000091
8.400000	0.000813
8.500000	0.001148
8.600000	0.000766
8.700000	0.000850
8.800000	0.000935
8.900000	0.000667
9.000000	-0.000030
9.100000	0.000222
9.200000	-0.000053
9.300000	-0.000637
9.400000	-0.000323
9.500000	0.000584
9.600000	0.000780
9.700000	0.001213
9.800000	0.002354
9.900000	0.002175
10.000000	0.002387
10.100000	0.001989
10.200000	0.000833
10.300000	-0.000420
10.400000	-0.000538
10.500000	-0.000950
10.600000	-0.000689
10.700000	-0.000445
10.800000	-0.000999
10.900000	-0.002216
11.000000	-0.001630
11.100000	-0.000734
11.200000	-0.000757
11.300000	-0.001572
11.400000	-0.002067
11.500000	-0.001781
11.600000	-0.001657
11.700000	-0.001114
11.800000	-0.000991
11.900000	-0.000900
12.000000	-0.001376
12.100000	-0.000873
12.200000	-0.000947
12.300000	-0.001088
12.400000	-0.002358
12.500000	-0.001730
12.600000	-0.001165
12.700000	-0.001435
12.800000	-0.000219
12.900000	0.000821
13.000000	-0.000159
13.100000	-0.000028
13.200000	0.000066
13.300000	-0.000109
13.400000	-0.000279
13.500000	-0.001012
13.600000	-0.001358
13.700000	-0.001220
13.800000	-0.001962
13.900000	-0.003076
14.000000	-0.001927
14.100000	-0.000785
14.200000	0.000320
14.300000	0.000376
14.400000	-0.000433
14.500000	-0.000395
14.600000	-0.000693
14.700000	-0.001444
14.800000	-0.001638
14.900000	-0.001684
15.000000	-0.001356
15.100000	-0.000948
15.200000	-0.000029
15.300000	0.000469
15.400000	0.000591
15.500000	-0.000528
15.600000	0.000576
15.700000	0.001255
15.800000	0.001686
15.900000	0.002022
16.000000	0.003272
16.100000	0.003818
16.200000	0.002243
16.300000	0.000027
16.400000	0.000351
16.500000	0.000297
16.600000	0.000938
16.700000	0.000419
16.800000	-0.000575
16.900000	-0.000298
17.000000	-0.001203
17.100000	-0.001021
17.200000	-0.001066
17.300000	-0.000148
17.400000	0.001095
17.500000	0.000469
17.600000	-0.000422
17.700000	-0.001126
17.800000	0.000040
17.900000	0.000297
18.000000	-0.000025
18.100000	-0.000732
18.200000	-0.002088
18.300000	-0.002091
18.400000	-0.000837
18.500000	-0.000720
18.600000	0.000741
18.700000	0.001597
18.800000	0.001063
18.900000	0.000890
19.000000	0.001680
19.100000	0.001856
19.200000	0.001699
19.300000	0.001994
19.400000	0.001840
19.500000	0.001257
19.600000	0.000780
19.700000	0.000054
19.800000	-0.000006
19.900000	-0.000465
20.000000	-0.000219
20.100000	-0.001117
20.200000	-0.001055
20.300000	-0.001215
20.400000	0.000119
20.500000	-0.000095
20.600000	0.001331
20.700000	0.001033
20.800000	0.000608
20.900000	0.000434
21.000000	-0.000956
21.100000	-0.001727
21.200000	-0.001940
21.300000	-0.001130
21.400000	-0.001076
21.500000	0.000032
21.600000	-0.000284
21.700000	-0.000160
21.800000	0.000826
21.900000	0.001143
22.000000	0.000470
22.100000	-0.000814
22.200000	-0.001185
22.300000	-0.000916
22.400000	-0.001315
22.500000	-0.002195
22.600000	-0.001706
22.700000	-0.001125
22.800000	-0.000747
22.900000	-0.000829
23.000000	-0.001793
23.100000	-0.000868
23.200000	-0.000963
23.300000	-0.001322
23.400000	-0.001193
23.500000	-0.000337
23.600000	-0.000259
23.700000	0.000501
23.800000	-0.000145
23.900000	0.000236
24.000000	0.000042
24.100000	0.000396
24.200000	0.000844
24.300000	0.002201
24.400000	0.002134
24.500000	0.001638
24.600000	0.001401
24.700000	0.001429
24.800000	0.001776
24.900000	0.002282
25.000000	0.002047
25.100000	0.002382
25.200000	0.001856
25.300000	0.001860
25.400000	0.001975
25.500000	0.002543
25.600000	0.001840
25.700000	0.001229
25.800000	0.000199
25.900000	-0.000789
26.000000	-0.000747
26.100000	-0.001269
26.200000	-0.000823
26.300000	-0.000490
26.400000	-0.001254
26.500000	-0.002011
26.600000	-0.001304
26.700000	-0.000556
26.800000	0.000675
