ProtocolTime	Work

5	0.994583
10	2.096759
15	3.184302
20	4.261786
25	5.392339
30	6.453443
35	7.500685
40	8.552430
45	9.676966
50	10.800165
55	11.809430
60	12.869690
65	13.959346
70	15.206365
75	16.231561
80	17.326902
85	18.222116
90	19.557000
95	20.551187
100	21.608842
105	22.826767
110	23.610586
115	24.823100
120	26.050024
125	26.935290
130	28.074732
135	29.144824
140	30.114130
145	31.095289
150	32.359403
155	33.379060
160	34.535944
165	35.825157
170	36.716183
175	37.738019
180	38.956387
185	39.921439
190	41.050157
195	42.198530
200	43.004695
