ProtocolTime	Work

5	12.114725
10	24.411264
15	36.531770
20	48.862934
25	61.004990
30	73.564731
35	85.640528
40	97.798490
45	109.966082
50	122.332100
55	134.314005
60	146.970375
65	159.080477
70	171.262442
75	183.891139
80	195.712005
85	208.226300
90	220.050360
95	232.625798
100	244.823691
105	257.036567
110	269.669470
115	281.275001
120	294.017352
125	306.108160
130	318.294968
135	330.563300
140	342.455631
145	354.801841
150	367.221038
155	379.815860
160	392.013905
165	404.437597
170	416.448359
175	428.749037
180	440.530916
185	453.577744
190	465.587646
195	477.644381
200	489.470278
