Time	AutoCorrelation

0.000000	1.009382
0.100000	0.948506
0.200000	0.887541
0.300000	0.830556
0.400000	0.777448
0.500000	0.727865
0.600000	0.681395
0.700000	0.638033
0.800000	0.597583
0.900000	0.559809
1.000000	0.524315
1.100000	0.491122
1.200000	0.460090
1.300000	0.431140
1.400000	0.404008
1.500000	0.378183
1.600000	0.353672
1.700000	0.330713
1.800000	0.309114
1.900000	0.288705
2.000000	0.269789
2.100000	0.252014
2.200000	0.235445
2.300000	0.219856
2.400000	0.205294
2.500000	0.191368
2.600000	0.178206
2.700000	0.166018
2.800000	0.154687
2.900000	0.143942
3.000000	0.133989
3.100000	0.124750
3.200000	0.116530
3.300000	0.108726
3.400000	0.101355
3.500000	0.094224
3.600000	0.087715
3.700000	0.081534
3.800000	0.075740
3.900000	0.070312
4.000000	0.065467
4.100000	0.060895
4.200000	0.056791
4.300000	0.053065
4.400000	0.049449
4.500000	0.045823
4.600000	0.042477
4.700000	0.039330
4.800000	0.036345
4.900000	0.033587
5.000000	0.031136
5.100000	0.028939
5.200000	0.026806
5.300000	0.024770
5.400000	0.022944
5.500000	0.021258
5.600000	0.019453
5.700000	0.017862
5.800000	0.016395
5.900000	0.014943
6.000000	0.013626
6.100000	0.012364
6.200000	0.011207
6.300000	0.010039
6.400000	0.009021
6.500000	0.008121
6.600000	0.007502
6.700000	0.006984
6.800000	0.006471
6.900000	0.005952
7.000000	0.005572
7.100000	0.005260
7.200000	0.005011
7.300000	0.004859
7.400000	0.004887
7.500000	0.004854
7.600000	0.004711
7.700000	0.004681
7.800000	0.004595
7.900000	0.004422
8.000000	0.004179
8.100000	0.003862
8.200000	0.003653
8.300000	0.003596
8.400000	0.003592
8.500000	0.003480
8.600000	0.003343
8.700000	0.003108
8.800000	0.002722
8.900000	0.002508
9.000000	0.002502
9.100000	0.002505
9.200000	0.002516
9.300000	0.002578
9.400000	0.002757
9.500000	0.002702
9.600000	0.002698
9.700000	0.002595
9.800000	0.002418
9.900000	0.002146
10.000000	0.001934
10.100000	0.001775
10.200000	0.001803
10.300000	0.001903
10.400000	0.002136
10.500000	0.002264
10.600000	0.002401
10.700000	0.002321
10.800000	0.002513
10.900000	0.002770
11.000000	0.002847
11.100000	0.002754
11.200000	0.002587
11.300000	0.002579
11.400000	0.002716
11.500000	0.002860
11.600000	0.002979
11.700000	0.003042
11.800000	0.003070
11.900000	0.003067
12.000000	0.003053
12.100000	0.002958
12.200000	0.002927
12.300000	0.002852
12.400000	0.002719
12.500000	0.002854
12.600000	0.003238
12.700000	0.003594
12.800000	0.004081
12.900000	0.004538
13.000000	0.004985
13.100000	0.005380
13.200000	0.005824
13.300000	0.006382
13.400000	0.006956
13.500000	0.007306
13.600000	0.007603
13.700000	0.007661
13.800000	0.007617
13.900000	0.007526
14.000000	0.007336
14.100000	0.007222
14.200000	0.007020
14.300000	0.006798
14.400000	0.006578
14.500000	0.006458
14.600000	0.006410
14.700000	0.006457
14.800000	0.006708
14.900000	0.007003
15.000000	0.007291
15.100000	0.007464
15.200000	0.007489
15.300000	0.007366
15.400000	0.007337
15.500000	0.007332
15.600000	0.007381
15.700000	0.007212
15.800000	0.006746
15.900000	0.006383
16.000000	0.006127
16.100000	0.005852
16.200000	0.005561
16.300000	0.005259
16.400000	0.004876
16.500000	0.004564
16.600000	0.004335
16.700000	0.004049
16.800000	0.003822
16.900000	0.003611
17.000000	0.003235
17.100000	0.002868
17.200000	0.002612
17.300000	0.002495
17.400000	0.002358
17.500000	0.002260
17.600000	0.002256
17.700000	0.002483
17.800000	0.002573
17.900000	0.002660
18.000000	0.002862
18.100000	0.003026
18.200000	0.002997
18.300000	0.002908
18.400000	0.002882
18.500000	0.002844
18.600000	0.002742
18.700000	0.002340
18.800000	0.001891
18.900000	0.001451
19.000000	0.001080
19.100000	0.000871
19.200000	0.000752
19.300000	0.000587
19.400000	0.000528
19.500000	0.000412
19.600000	0.000368
19.700000	0.000360
19.800000	0.000374
19.900000	0.000389
20.000000	0.000251
20.100000	-0.000115
20.200000	-0.000422
20.300000	-0.000698
20.400000	-0.001051
20.500000	-0.001352
20.600000	-0.001631
20.700000	-0.001984
20.800000	-0.002304
20.900000	-0.002542
21.000000	-0.002747
21.100000	-0.002881
21.200000	-0.002891
21.300000	-0.002945
21.400000	-0.003052
21.500000	-0.003242
21.600000	-0.003214
21.700000	-0.003262
21.800000	-0.003492
21.900000	-0.003574
22.000000	-0.003748
22.100000	-0.003712
22.200000	-0.003676
22.300000	-0.003528
22.400000	-0.003253
22.500000	-0.002994
22.600000	-0.002638
22.700000	-0.002298
22.800000	-0.001826
22.900000	-0.001463
23.000000	-0.001121
23.100000	-0.000942
23.200000	-0.000762
23.300000	-0.000418
23.400000	-0.000314
23.500000	-0.000102
23.600000	0.000050
23.700000	0.000165
23.800000	0.000161
23.900000	0.000046
24.000000	-0.000159
24.100000	-0.000456
24.200000	-0.000613
24.300000	-0.000816
24.400000	-0.001046
24.500000	-0.001156
24.600000	-0.001205
24.700000	-0.001344
24.800000	-0.001531
24.900000	-0.001793
