ProtocolTime	Work

10	5405.094537
60	768.441140
110	658.849640
160	569.524358
210	579.806975
260	696.554424
310	717.305033
360	654.604176
410	586.519808
460	684.272057
510	612.259115
560	627.893217
610	641.625198
660	571.324906
710	655.165247
760	633.682384
810	630.267396
860	614.327476
910	589.630019
960	662.688394
1010	588.601242
1060	623.967223
1110	582.293693
1160	549.402119
1210	653.913386
1260	568.277078
1310	604.657694
1360	587.386510
1410	710.287659
1460	678.052720
1510	625.407907
1560	626.343548
1610	731.129262
1660	659.138029
1710	678.493923
1760	521.461612
1810	599.027642
1860	699.672520
1910	636.490436
1960	620.402514
2010	750.986166
2060	762.994888
2110	796.626877
2160	652.611956
2210	656.633936
2260	428.373367
2310	674.895252
2360	714.260033
2410	581.416509
2460	602.554042
2510	635.332161
2560	660.340947
2610	523.858933
2660	593.829640
2710	672.712043
2760	865.528647
2810	707.996882
2860	659.489594
2910	786.121186
2960	804.867204
3010	658.829652
3060	699.129802
3110	599.887162
3160	600.419635
3210	604.725438
3260	388.924631
3310	566.552412
3360	734.799519
3410	777.099144
3460	639.475477
3510	734.041543
3560	855.065578
3610	670.792715
3660	813.889768
3710	666.539027
3760	718.280719
3810	891.019295
3860	821.794696
3910	848.673352
3960	677.405802
4010	768.145683
4060	845.068342
4110	692.975610
4160	683.444401
4210	796.747037
4260	788.430182
4310	651.549548
4360	685.275238
4410	613.344445
4460	735.799039
4510	566.624668
4560	501.165616
4610	494.404163
4660	1040.726744
4710	895.090740
4760	725.594674
4810	410.003453
4860	829.462751
4910	545.446967
4960	854.972200
