ProtocolTime	Work

10	-66897553907.900841
60	9338.733808
110	-3197392688001.791016
160	9912.256128
210	-13021627894071586.000000
260	9494.264209
310	9456.996961
360	9806.505846
410	8879.845010
460	-23805501607679.050781
510	10550.650060
560	9584.496497
610	9603.296867
660	9116.566466
710	9437.789386
760	10752.457935
810	9929.488472
860	9823.615189
910	10544.741265
960	9384.640053
1010	9628.450380
1060	9851.942331
1110	9560.297488
1160	9957.943204
1210	10408.739943
1260	9741.217241
1310	10093.569024
1360	35452413028.497360
1410	9464.487487
1460	10488.166144
1510	-91083354020020080.000000
1560	9930.757461
1610	9175.375540
1660	9103.946141
1710	2533274800199.195801
1760	9929.345006
1810	10449.422113
1860	11015.377067
1910	9719.183072
1960	9103.566087
2010	11444.003866
2060	9954.151852
2110	9971.876650
2160	10345.218881
2210	-23339500278871.445312
2260	-197730376758519.375000
2310	9789.981585
2360	70656551608.496078
2410	10388.727881
2460	9002.838983
2510	11390.640604
2560	9065.906165
2610	10264.263188
2660	9839.043826
2710	9472.372072
2760	10068.703701
2810	10791.295176
2860	10617.734393
2910	-2036597668545569.250000
2960	284811069174.855835
3010	10161.473943
3060	11302.690709
3110	11618.568709
3160	10746.747691
3210	10813.123523
3260	9451.316110
3310	10793.378257
3360	9033.765907
3410	10668.509125
3460	6755399451432.701172
3510	10424.175678
3560	12382.564889
3610	11524.242341
3660	9515.727247
3710	11169.290299
3760	9851.352976
3810	3096224754270.150879
3860	-77039719382062.187500
3910	10543.178196
3960	11076.974053
4010	12096.611476
4060	9506.341766
4110	11648.116627
4160	9346.517409
4210	-54678385635718.140625
4260	11278.476529
4310	11041.020970
4360	11440.835127
4410	10316.537871
4460	9310.683253
4510	11382.021749
4560	10704.359119
4610	11195.369373
4660	11742.100995
4710	8386.723521
4760	10027.808037
4810	11057.049765
4860	10704.119201
4910	9067.249690
4960	10857.061519
