Time	Work

5.000000	16.040894
15.000000	5.337599
25.000000	3.194149
35.000000	2.304750
45.000000	1.743368
55.000000	1.466772
65.000000	1.222323
75.000000	1.048999
85.000000	0.974208
95.000000	0.840449
105.000000	0.768150
115.000000	0.689491
125.000000	0.650966
135.000000	0.623118
145.000000	0.610389
155.000000	0.553751
165.000000	0.529953
175.000000	0.485810
185.000000	0.462108
195.000000	0.432220
