ProtocolTime	Work

5	30720.000000
15	10240.000000
25	6144.000000
35	4388.571429
45	3413.333333
55	2792.727273
65	2363.076923
75	2048.000000
85	1807.058824
95	1616.842105
105	1462.857143
115	1335.652174
125	1228.800000
135	1137.777778
145	1059.310345
155	990.967742
165	930.909091
175	877.714286
185	830.270270
195	787.692308
