ProtocolTime	Work

5	7.706268
10	3.879948
15	2.495952
20	1.972232
25	1.519988
30	1.277094
35	1.178343
40	0.956893
45	0.885072
50	0.712377
55	0.643061
60	0.676290
65	0.576520
70	0.629144
75	0.517055
80	0.561945
85	0.479184
90	0.489760
95	0.369880
100	0.493234
105	0.442899
110	0.398830
115	0.379869
120	0.429517
125	0.414008
130	0.403112
135	0.364355
140	0.397739
145	0.349706
150	0.271214
155	0.409960
160	0.327598
165	0.348278
170	0.408791
175	0.310336
180	0.334540
185	0.347427
190	0.428432
195	0.274981
200	0.318602
