Time	Work

10.000000	861.233619
15.000000	687.512357
20.000000	615.193421
25.000000	557.326488
30.000000	578.456932
35.000000	584.521348
40.000000	679.237792
45.000000	644.424504
50.000000	672.383010
55.000000	738.695430
60.000000	817.517098
65.000000	843.037858
70.000000	855.340186
75.000000	902.565101
80.000000	987.581222
85.000000	1095.728282
90.000000	1094.217132
95.000000	1129.873572
100.000000	1241.097615
105.000000	1320.104967
