ProtocolTime	Work

100	232.830487
600	61.161131
1100	37.469988
1600	28.588466
2100	25.978061
2600	26.705392
3100	28.221434
3600	28.573211
4100	30.559667
4600	30.716289
5100	32.466112
5600	34.515880
6100	37.080269
6600	40.964654
7100	41.191229
7600	44.986278
8100	47.010852
8600	48.957935
9100	51.729490
9600	53.185945
10100	56.480834
10600	58.310741
11100	59.452126
11600	63.413325
12100	66.413086
12600	66.304429
13100	71.242854
13600	73.732473
14100	75.580592
14600	79.085630
15100	80.071628
15600	83.873345
16100	86.272327
16600	89.656032
17100	89.492133
17600	95.757654
18100	95.731644
18600	99.355334
19100	101.178173
19600	102.675388
20100	104.790976
20600	108.990521
21100	109.444987
21600	115.641530
22100	116.153620
22600	121.549433
23100	121.658446
23600	125.332006
24100	126.294934
24600	127.917592
25100	132.280322
25600	135.772228
26100	137.554290
26600	141.276187
27100	140.637066
27600	143.953275
28100	144.820717
28600	149.821452
29100	152.569383
29600	152.939420
30100	158.260456
30600	155.962613
31100	165.934075
31600	164.907713
32100	164.542044
32600	171.425538
33100	174.913608
33600	177.354595
34100	179.290016
34600	184.617501
35100	183.311104
35600	187.542994
