ProtocolTime	Work

100	162.055240
600	69.138037
1100	44.690119
1600	37.469076
2100	36.143066
2600	34.580824
3100	34.441844
3600	35.273276
4100	38.593206
4600	40.977597
5100	43.047198
5600	45.448530
6100	49.893427
6600	49.765912
7100	53.624993
7600	57.004003
8100	61.103548
8600	62.366764
9100	65.504920
9600	71.196379
10100	73.643908
10600	74.742731
11100	80.356474
11600	81.244788
12100	85.760187
12600	87.300192
13100	91.316149
13600	95.713614
14100	98.188832
14600	100.433005
15100	106.967336
15600	106.186303
16100	113.400600
16600	116.815413
17100	118.191030
17600	122.991172
18100	125.297150
18600	128.115587
19100	130.726245
19600	134.139248
20100	137.492199
20600	143.198954
21100	149.949626
21600	150.520587
22100	151.991866
22600	155.691925
23100	158.397334
23600	162.966346
24100	165.063471
24600	167.201294
25100	171.240757
25600	174.680337
26100	182.355094
26600	182.364663
27100	181.911423
27600	193.092703
28100	192.508440
28600	194.471346
29100	195.096819
29600	198.736393
30100	204.243568
30600	204.881579
31100	211.819226
31600	213.122431
32100	216.703674
32600	222.310564
33100	226.941727
33600	231.333935
34100	236.069494
34600	232.170761
35100	240.119693
35600	241.278452
