ProtocolTime	Work

5	8.520453
10	17.204482
15	25.864054
20	34.658471
25	43.260993
30	51.878743
35	60.438735
40	69.071656
45	77.738433
50	86.545052
55	95.213263
60	103.726592
65	112.422957
70	121.274688
75	129.626140
80	138.603775
85	147.192324
90	155.659706
95	164.723163
100	173.075323
105	181.667966
110	190.478245
115	199.169928
120	207.680389
125	216.657248
130	225.190349
135	233.927077
140	241.907203
145	251.344856
150	259.851904
155	268.323013
160	276.560766
165	285.503522
170	294.550136
175	303.399130
180	311.970323
185	320.501654
190	329.046856
195	337.599920
200	346.476713
