ProtocolTime	Work

5	60.000000
10	30.000000
15	20.000000
20	15.000000
25	12.000000
30	10.000000
35	8.571429
40	7.500000
45	6.666667
50	6.000000
55	5.454545
60	5.000000
65	4.615385
70	4.285714
75	4.000000
80	3.750000
85	3.529412
90	3.333333
95	3.157895
100	3.000000
105	2.857143
110	2.727273
115	2.608696
120	2.500000
125	2.400000
130	2.307692
135	2.222222
140	2.142857
145	2.068966
150	2.000000
155	1.935484
160	1.875000
165	1.818182
170	1.764706
175	1.714286
180	1.666667
185	1.621622
190	1.578947
195	1.538462
200	1.500000
