ProtocolTime	Work

5	0.299348
10	0.610767
15	0.913619
20	1.217145
25	1.528100
30	1.837524
35	2.142956
40	2.454238
45	2.748556
50	3.064898
55	3.372491
60	3.666913
65	3.981264
70	4.280285
75	4.586568
80	4.892262
85	5.193805
90	5.512333
95	5.821913
100	6.117189
105	6.426577
110	6.724872
115	7.049250
120	7.350595
125	7.655400
130	7.951559
135	8.263303
140	8.571566
145	8.878653
150	9.178975
155	9.499445
160	9.794344
165	10.096839
170	10.397229
175	10.711064
180	11.027022
185	11.329260
190	11.627005
195	11.949173
200	12.243588
