ProtocolTime	Work

5	0.406295
10	0.839885
15	1.281521
20	1.721507
25	2.162660
30	2.589136
35	3.007910
40	3.411335
45	3.821965
50	4.348298
55	4.690157
60	5.166971
65	5.631711
70	6.010478
75	6.455684
80	6.914687
85	7.329947
90	7.726065
95	8.180087
100	8.564146
105	9.046785
110	9.530877
115	9.928376
120	10.371024
125	10.770208
130	11.238936
135	11.632351
140	12.058521
145	12.486433
150	12.962495
155	13.367747
160	13.811801
165	14.239080
170	14.601508
175	15.145023
180	15.536575
185	16.006334
190	16.378214
195	16.824820
200	17.296875
