ProtocolTime	Work

5	2.896687
10	5.936372
15	9.057003
20	12.100230
25	15.063581
30	18.010923
35	21.254664
40	23.865042
45	27.715188
50	30.629863
55	33.445540
60	36.230796
65	39.683622
70	42.734055
75	45.327515
80	48.579590
85	52.232465
90	54.855173
95	57.733690
100	60.605035
105	64.376869
110	66.851999
115	70.151604
120	73.161513
125	76.360393
130	79.242800
135	82.405387
140	85.266973
145	88.867463
150	91.299529
155	94.334627
160	97.559059
165	100.524558
170	103.981760
175	106.584496
180	109.483881
185	113.160712
190	116.355715
195	119.188478
200	122.487843
