ProtocolTime	Work

5	30.000000
10	15.000000
15	10.000000
20	7.500000
25	6.000000
30	5.000000
35	4.285714
40	3.750000
45	3.333333
50	3.000000
55	2.727273
60	2.500000
65	2.307692
70	2.142857
75	2.000000
80	1.875000
85	1.764706
90	1.666667
95	1.578947
100	1.500000
105	1.428571
110	1.363636
115	1.304348
120	1.250000
125	1.200000
130	1.153846
135	1.111111
140	1.071429
145	1.034483
150	1.000000
155	0.967742
160	0.937500
165	0.909091
170	0.882353
175	0.857143
180	0.833333
185	0.810811
190	0.789474
195	0.769231
200	0.750000
