ProtocolTime	Work

5	1.507553
10	3.029010
15	4.576209
20	6.107875
25	7.606662
30	9.161566
35	10.717978
40	12.236653
45	13.757335
50	15.302622
55	16.847549
60	18.344395
65	19.811941
70	21.367599
75	22.951043
80	24.470659
85	25.968838
90	27.528643
95	29.182224
100	30.571967
105	32.159655
110	33.658476
115	35.177966
120	36.759090
125	38.261060
130	39.833537
135	41.320866
140	42.788214
145	44.377031
150	45.926448
155	47.440270
160	49.058565
165	50.485380
170	52.064116
175	53.596768
180	55.050434
185	56.633016
190	58.150583
195	59.807245
200	61.145195
