ProtocolTime	Work

5	59.857815
10	30.071177
15	20.100023
20	15.134115
25	12.188103
30	9.827967
35	8.599887
40	7.654893
45	6.485504
50	6.193095
55	5.467871
60	5.172814
65	4.591187
70	4.411872
75	4.255649
80	4.034931
85	3.820799
90	3.317789
95	3.307592
100	3.222366
105	3.046431
110	2.764802
115	2.666988
120	2.702420
125	2.870815
130	2.482448
135	2.480507
140	2.380215
145	2.432353
150	2.552245
155	2.122739
160	2.106208
165	2.067264
170	1.888062
175	1.869837
180	1.930721
185	1.917879
190	1.884648
195	1.797011
200	1.787815
