ProtocolTime	Work

5	61.531854
10	32.329216
15	24.159238
20	20.266494
25	18.567517
30	17.929871
35	18.225728
40	18.805362
45	19.004387
50	18.985799
55	20.337276
60	20.976648
65	22.495409
70	22.452849
75	24.276135
80	25.767762
85	26.893748
90	28.362498
95	28.982499
100	30.228508
105	31.202404
110	31.815132
115	33.562869
120	35.175920
125	36.862877
130	38.356763
135	39.385460
140	39.766119
145	41.527338
150	42.056834
155	43.899191
160	44.448636
165	45.961896
170	48.408067
175	48.900009
180	50.220045
185	51.238463
190	53.387849
195	54.015272
200	55.967130
