ProtocolTime	Work

5	12.102228
10	24.421147
15	36.576084
20	48.738504
25	61.004964
30	73.177116
35	85.569283
40	97.940362
45	110.128856
50	122.396483
55	134.342150
60	146.657262
65	159.098620
70	171.280955
75	183.570436
80	195.788935
85	208.127711
90	220.586283
95	232.572659
100	244.709817
105	257.030542
110	268.954976
115	281.676307
120	294.477468
125	305.988722
130	318.268451
135	330.506632
140	342.597771
145	355.024938
150	367.412574
155	379.900340
160	392.174449
165	403.561681
170	416.782939
175	428.100845
180	441.015150
185	452.972468
190	465.177069
195	478.052113
200	489.715462
