ProtocolTime	Work

5	239.201524
10	121.578554
15	85.338776
20	64.648068
25	54.070294
30	47.163905
35	43.796183
40	40.726559
45	38.460457
50	37.557180
55	35.940883
60	35.531203
65	35.901717
70	35.615113
75	35.408275
80	36.598759
85	36.985057
90	38.145290
95	37.863890
100	38.212113
105	39.105301
110	39.609798
115	41.529175
120	41.840646
125	42.348090
130	44.824995
135	44.614237
140	46.270235
145	46.849762
150	48.590288
155	47.891710
160	49.844470
165	50.848516
170	51.792058
175	53.049355
180	55.621446
185	56.321500
190	57.037879
195	58.063273
200	58.815173
