ProtocolTime	Work

5	2.030824
10	4.262221
15	6.447260
20	8.513482
25	10.701307
30	12.764022
35	15.101643
40	17.055298
45	19.388431
50	21.402692
55	23.564176
60	25.815227
65	28.079582
70	30.253796
75	32.297608
80	34.565897
85	36.693517
90	38.767654
95	40.826497
100	43.172652
105	45.264536
110	47.809284
115	49.489965
120	51.820137
125	54.067169
130	56.003936
135	58.668225
140	60.370933
145	62.520769
150	64.797279
155	66.877197
160	69.434838
165	71.476228
170	73.355800
175	75.566968
180	77.996375
185	79.812271
190	82.020771
195	83.909278
200	86.131879
