ProtocolTime	Work

5	60.268492
10	30.210518
15	20.592661
20	15.597518
25	12.625843
30	10.344308
35	8.787723
40	8.037989
45	7.514554
50	6.577869
55	6.248679
60	5.663233
65	5.149821
70	5.059149
75	4.594097
80	4.681207
85	4.445560
90	4.240512
95	4.094527
100	4.148695
105	3.849818
110	3.939472
115	3.904004
120	4.020648
125	3.776765
130	3.788477
135	3.795449
140	3.639288
145	3.554593
150	3.579544
155	3.541407
160	3.534848
165	3.253015
170	3.456147
175	3.470516
180	3.807997
185	3.615227
190	3.553380
195	3.675595
200	3.562411
