ProtocolTime	Work

5	4.120499
10	8.221493
15	12.618291
20	16.989939
25	21.772912
30	25.778108
35	30.310460
40	34.266133
45	38.485763
50	42.965196
55	47.361270
60	51.361039
65	55.840735
70	60.474246
75	64.301126
80	68.644641
85	72.825898
90	77.410059
95	81.666486
100	86.475268
105	90.793849
110	94.880104
115	99.823706
120	103.098150
125	107.811238
130	112.313085
135	116.413048
140	120.190051
145	124.951778
150	128.964020
155	133.346507
160	137.175251
165	142.868730
170	146.675153
175	150.779999
180	155.268088
185	159.053396
190	164.623874
195	168.566194
200	172.458632
