ProtocolTime	Work

5	0.300078
10	0.607993
15	0.914954
20	1.225519
25	1.530612
30	1.835816
35	2.142038
40	2.452532
45	2.750038
50	3.049340
55	3.364911
60	3.662741
65	3.983983
70	4.280668
75	4.602882
80	4.899519
85	5.201864
90	5.508693
95	5.808861
100	6.117059
105	6.425343
110	6.726454
115	7.040363
120	7.350366
125	7.652215
130	7.968323
135	8.266424
140	8.567543
145	8.875286
150	9.187888
155	9.490576
160	9.792750
165	10.101308
170	10.412138
175	10.713112
180	11.004724
185	11.319404
190	11.634636
195	11.941274
200	12.263764
