ProtocolTime	Work

5	17.017153
10	9.325079
15	7.091798
20	6.126852
25	6.256332
30	6.196594
35	6.393916
40	6.792600
45	6.958121
50	7.681173
55	7.771093
60	8.305528
65	8.994202
70	9.141831
75	9.743695
80	10.629188
85	10.819857
90	11.674224
95	12.027010
100	12.684664
105	13.225832
110	13.734793
115	14.562972
120	14.497810
125	15.635555
130	15.725010
135	16.799957
140	17.319404
145	17.508296
150	17.737608
155	18.856620
160	19.807490
165	19.812650
170	20.680438
175	21.686073
180	21.496596
185	22.377102
190	23.528062
195	23.295247
200	24.004168
