ProtocolTime	Work

5	12.149816
10	24.325276
15	36.610476
20	48.833875
25	61.046000
30	73.282267
35	85.584924
40	97.632124
45	109.951956
50	122.461053
55	134.713482
60	147.022719
65	159.223517
70	171.497389
75	183.899121
80	195.972457
85	207.881586
90	220.428865
95	232.950652
100	245.188492
105	256.743903
110	270.014630
115	281.974139
120	293.850934
125	305.864744
130	318.024973
135	330.154487
140	342.429469
145	354.779841
150	367.724987
155	379.265432
160	391.883299
165	404.374155
170	416.530768
175	428.876383
180	441.053388
185	452.984047
190	464.640521
195	478.149416
200	490.335882
