ProtocolTime	Work

5	1.707847
10	3.437286
15	5.166145
20	6.886251
25	8.641155
30	10.355456
35	12.124991
40	13.854589
45	15.574439
50	17.305607
55	18.985106
60	20.772741
65	22.476330
70	24.197056
75	25.953156
80	27.740164
85	29.455534
90	31.227887
95	32.936485
100	34.602459
105	36.375095
110	38.108383
115	39.812008
120	41.596365
125	43.258519
130	45.046860
135	46.711234
140	48.455288
145	50.242327
150	51.946396
155	53.654928
160	55.374019
165	57.103310
170	58.911675
175	60.623516
180	62.276560
185	64.044172
190	65.791185
195	67.579257
200	69.288378
