ProtocolTime	Work

5	59.354778
10	30.259346
15	20.041123
20	14.981569
25	12.156620
30	9.756682
35	8.675901
40	7.557089
45	6.536586
50	6.121258
55	5.498544
60	5.116396
65	4.441919
70	4.371007
75	3.922403
80	3.661842
85	3.657446
90	3.380450
95	3.099622
100	2.938320
105	2.685377
110	2.770127
115	2.864354
120	2.558416
125	2.509472
130	2.369037
135	2.244669
140	2.340339
145	2.241050
150	2.079734
155	1.936015
160	1.995972
165	1.825784
170	1.872229
175	1.916303
180	1.689711
185	1.935220
190	1.749545
195	1.791508
200	1.655596
