ProtocolTime	Work

5	0.203157
10	0.417949
15	0.647506
20	0.844751
25	1.073921
30	1.295663
35	1.490452
40	1.721068
45	1.932142
50	2.132373
55	2.377551
60	2.581187
65	2.794728
70	3.021845
75	3.233246
80	3.467246
85	3.673027
90	3.876199
95	4.087084
100	4.320132
105	4.522077
110	4.714454
115	4.952983
120	5.177108
125	5.406079
130	5.592223
135	5.833897
140	6.030964
145	6.264422
150	6.453717
155	6.699830
160	6.888127
165	7.124521
170	7.299458
175	7.548084
180	7.759607
185	8.005770
190	8.185067
195	8.400070
200	8.670254
