ProtocolTime	Work

5	5.564301
10	12.020852
15	17.913917
20	24.206208
25	30.150511
30	36.352267
35	42.729248
40	48.724442
45	54.824059
50	60.788225
55	66.772626
60	72.925083
65	79.056195
70	84.554214
75	91.462284
80	97.603541
85	103.049136
90	109.100031
95	116.043643
100	121.803537
105	128.300580
110	133.973673
115	140.267440
120	146.947237
125	153.051806
130	158.540549
135	165.564018
140	171.857734
145	177.590117
150	183.290460
155	188.273643
160	195.803336
165	201.016937
170	207.535639
175	213.349629
180	219.995636
185	227.072128
190	231.268495
195	237.900611
200	244.528951
