ProtocolTime	Work

5	0.805849
10	1.690235
15	2.515771
20	3.411447
25	4.259597
30	5.148739
35	5.998145
40	6.854766
45	7.766064
50	8.613558
55	9.495214
60	10.318804
65	11.156323
70	11.981175
75	12.928620
80	13.852815
85	14.663757
90	15.546752
95	16.330363
100	17.233196
105	18.206927
110	18.919704
115	19.815313
120	20.722871
125	21.473249
130	22.543281
135	23.336484
140	24.155143
145	25.097009
150	25.950869
155	26.811433
160	27.710410
165	28.446578
170	29.339852
175	30.372404
180	31.081277
185	31.844710
190	32.732312
195	33.489780
200	34.406046
