ProtocolTime	Work

5	2.126576
10	4.316766
15	6.470781
20	8.610855
25	10.753823
30	12.947290
35	15.089576
40	17.264816
45	19.467688
50	21.608914
55	23.786503
60	26.002444
65	28.064042
70	30.273029
75	32.463747
80	34.589729
85	36.817198
90	38.990081
95	41.165595
100	43.296831
105	45.398507
110	47.661046
115	49.733245
120	51.959397
125	54.114049
130	56.176282
135	58.470107
140	60.586827
145	62.723546
150	64.965475
155	67.134250
160	69.300358
165	71.414281
170	73.517949
175	75.820606
180	77.930891
185	80.175982
190	82.345413
195	84.367139
200	86.545426
