ProtocolTime	Work

5	0.598871
10	1.209278
15	1.823920
20	2.446705
25	3.049731
30	3.678056
35	4.287633
40	4.885519
45	5.507292
50	6.109957
55	6.705067
60	7.324502
65	7.961573
70	8.556560
75	9.182131
80	9.786959
85	10.402489
90	11.017116
95	11.615925
100	12.236948
105	12.856550
110	13.476787
115	14.077840
120	14.690458
125	15.321857
130	15.920252
135	16.513282
140	17.145209
145	17.754962
150	18.357414
155	19.013051
160	19.594098
165	20.217069
170	20.789020
175	21.418285
180	22.027105
185	22.650733
190	23.279555
195	23.884553
200	24.470963
