ProtocolTime	Work

5	0.300701
10	0.603106
15	0.911273
20	1.222396
25	1.524368
30	1.837089
35	2.140172
40	2.439106
45	2.754925
50	3.044626
55	3.363216
60	3.674449
65	3.978014
70	4.278040
75	4.592406
80	4.903766
85	5.201167
90	5.518043
95	5.815943
100	6.121062
105	6.420774
110	6.731272
115	7.040690
120	7.347216
125	7.644872
130	7.948442
135	8.256377
140	8.571308
145	8.865400
150	9.176496
155	9.485343
160	9.804586
165	10.108766
170	10.418555
175	10.704809
180	11.026229
185	11.319737
190	11.641924
195	11.926510
200	12.228258
