ProtocolTime	Work

5	20.535832
10	16.371292
15	17.637404
20	19.627449
25	23.184401
30	26.616910
35	30.432268
40	34.077780
45	38.622094
50	41.969118
55	46.331954
60	49.993483
65	53.062928
70	57.945335
75	61.314107
80	65.272967
85	69.630585
90	72.676873
95	76.805243
100	82.423326
105	85.098828
110	90.064241
115	93.346038
120	96.603321
125	101.281539
130	104.791873
135	111.202228
140	114.104968
145	117.520443
150	120.436425
155	125.517813
160	128.762372
165	133.736742
170	139.317526
175	142.250179
180	145.174614
185	148.700705
190	152.521551
195	156.906123
200	161.911617
