ProtocolTime	Work

5	60.441309
10	29.789225
15	20.272863
20	15.785852
25	12.327484
30	10.575735
35	9.367457
40	8.435704
45	7.446711
50	6.838712
55	6.225436
60	6.021405
65	5.816835
70	5.321806
75	5.146924
80	5.076806
85	4.935535
90	4.941380
95	4.828746
100	4.747294
105	4.456078
110	4.541220
115	4.488736
120	4.466140
125	4.593102
130	4.488635
135	4.485399
140	4.379072
145	4.481295
150	4.382583
155	4.417460
160	4.650564
165	4.557961
170	4.468847
175	4.512092
180	4.634496
185	4.672958
190	4.947281
195	5.027342
200	5.190843
