ProtocolTime	Work

5	5.900983
10	11.839852
15	18.114027
20	24.281600
25	30.312378
30	36.546844
35	42.790178
40	48.502025
45	54.983184
50	60.981055
55	67.340598
60	73.509761
65	79.040978
70	85.490573
75	91.233639
80	97.521983
85	103.886326
90	109.469887
95	115.778604
100	122.354261
105	128.471085
110	134.676987
115	140.189458
120	146.122666
125	151.928909
130	158.883896
135	164.895458
140	171.303054
145	177.401927
150	182.865891
155	189.414601
160	194.555892
165	201.554606
170	206.946339
175	212.941970
180	219.153593
185	226.505277
190	232.618819
195	238.027034
200	244.835506
