ProtocolTime	Work

5	1.201665
10	2.427352
15	3.652548
20	4.862519
25	6.103869
30	7.346697
35	8.577296
40	9.790245
45	10.972558
50	12.231759
55	13.480772
60	14.678766
65	15.904166
70	17.105278
75	18.391918
80	19.553537
85	20.794628
90	22.036268
95	23.239337
100	24.523712
105	25.696316
110	26.890948
115	28.143047
120	29.389985
125	30.664883
130	31.814723
135	33.078127
140	34.283860
145	35.448254
150	36.734916
155	37.948972
160	39.187222
165	40.442962
170	41.610453
175	42.850902
180	44.046529
185	45.284186
190	46.483853
195	47.723321
200	48.923287
