ProtocolTime	Work

5	7.942264
10	16.978077
15	25.572380
20	34.039361
25	42.645834
30	51.692032
35	60.162090
40	69.424610
45	78.092549
50	85.965577
55	94.905390
60	103.347879
65	111.815243
70	120.650381
75	129.399229
80	137.732899
85	146.521356
90	155.140300
95	163.290313
100	172.178725
105	180.701934
110	189.469308
115	197.984755
120	207.390611
125	215.160423
130	224.768693
135	233.058607
140	241.726088
145	250.971498
150	259.082521
155	267.991553
160	276.827852
165	285.949312
170	293.105145
175	302.835695
180	311.557917
185	319.412572
190	327.815940
195	334.610843
200	345.880212
