ProtocolTime	Work

5	1.675947
10	3.428769
15	5.193120
20	6.900654
25	8.656380
30	10.352963
35	12.118947
40	13.845832
45	15.599918
50	17.349087
55	19.049194
60	20.771794
65	22.454810
70	24.197540
75	25.995160
80	27.706237
85	29.430857
90	31.134603
95	32.941510
100	34.673271
105	36.365977
110	38.044951
115	39.829672
120	41.549102
125	43.263786
130	44.952394
135	46.753495
140	48.516394
145	50.168163
150	51.918122
155	53.652016
160	55.373911
165	57.149952
170	58.802837
175	60.609374
180	62.316781
185	64.115011
190	65.839016
195	67.577307
200	69.227543
