ProtocolTime	Work

5	1.723731
10	3.419581
15	5.153419
20	6.893142
25	8.634559
30	10.398499
35	12.103561
40	13.814345
45	15.576124
50	17.330278
55	19.028561
60	20.714652
65	22.478642
70	24.213403
75	25.953112
80	27.744665
85	29.498707
90	31.198664
95	32.897978
100	34.628308
105	36.418709
110	38.076643
115	39.850759
120	41.617198
125	43.216337
130	45.126883
135	46.784080
140	48.498207
145	50.247130
150	52.024485
155	53.716722
160	55.452196
165	57.173567
170	58.896567
175	60.661251
180	62.369468
185	64.069805
190	65.745071
195	67.433313
200	69.224394
