ProtocolTime	Work

5	0.808001
10	1.684426
15	2.592056
20	3.436753
25	4.300063
30	5.124648
35	6.057200
40	6.937182
45	7.748104
50	8.587070
55	9.410533
60	10.408932
65	11.226586
70	12.176291
75	13.007681
80	13.692500
85	14.640815
90	15.477371
95	16.315877
100	17.167078
105	18.068946
110	18.991115
115	19.915656
120	20.738875
125	21.558879
130	22.452508
135	23.346679
140	24.129063
145	25.038156
150	25.859262
155	26.722073
160	27.815290
165	28.424536
170	29.363717
175	30.232617
180	31.082944
185	31.848789
190	32.939123
195	33.837323
200	34.581970
