ProtocolTime	Work

5	4.120593
10	8.381833
15	12.826941
20	17.295128
25	21.625539
30	25.564797
35	29.755768
40	34.336175
45	38.480318
50	42.935040
55	47.415690
60	51.951272
65	56.011308
70	60.538363
75	64.369206
80	69.115641
85	73.421571
90	77.195838
95	81.868846
100	85.641006
105	90.329983
110	94.525026
115	99.146922
120	103.897407
125	108.732015
130	112.140037
135	115.608952
140	120.582453
145	124.823939
150	129.373841
155	134.441975
160	137.746623
165	142.741238
170	146.494184
175	151.326943
180	155.050232
185	159.480330
190	163.762725
195	168.724605
200	172.834974
