ProtocolTime	Work

5	31.309029
10	15.658287
15	10.755949
20	8.280524
25	6.253481
30	5.511051
35	4.862694
40	4.582116
45	4.064567
50	3.424400
55	3.297830
60	3.259351
65	3.069120
70	2.975469
75	2.862739
80	2.798225
85	2.689622
90	2.483496
95	2.398311
100	2.503441
105	2.572181
110	2.533209
115	2.336795
120	2.645906
125	2.429198
130	2.311584
135	2.480965
140	2.559088
145	2.397460
150	2.586202
155	2.638024
160	2.613790
165	2.444915
170	2.588064
175	2.672927
180	2.626708
185	2.576476
190	2.775788
195	2.710714
200	2.767399
