ProtocolTime	Work

5	7.762857
10	4.431879
15	3.649085
20	3.348401
25	3.401157
30	3.275477
35	3.273578
40	3.847355
45	3.952091
50	4.399698
55	4.843466
60	4.763623
65	5.085976
70	5.851946
75	5.988593
80	6.135069
85	6.644851
90	6.894631
95	7.122636
100	7.853207
105	8.240490
110	7.885412
115	8.964714
120	8.614765
125	9.290409
130	9.748798
135	10.266529
140	10.152957
145	10.780806
150	11.327649
155	11.384937
160	11.832281
165	11.807898
170	12.747567
175	12.869243
180	13.311244
185	13.778277
190	14.019613
195	14.315416
200	14.623758
