CPTime	InternalTime

125.10	5348.10
150.10	6496.10
175.10	7387.30
200.10	8663.30
225.10	9559.90
250.10	10681.30
275.10	11793.70
300.10	12812.90
325.00	13812.60
350.00	14807.10
375.00	16104.10
400.00	17129.10
425.00	18074.50
450.00	19208.10
475.00	20256.70
500.00	21439.70
525.00	22750.60
550.00	23708.80
575.00	24682.60
600.00	26040.10
625.00	27094.10
650.00	27713.30
675.00	29017.60
700.00	30286.10
725.00	30841.70
750.00	32289.70
775.00	33482.50
800.00	34099.30
825.00	35500.10
850.00	36598.90
875.00	37822.50
900.00	38784.70
925.00	39824.90
950.00	40863.40
975.00	41882.70
1000.00	42463.30
1025.00	43490.80
1050.00	45207.50
1075.00	46079.90
1100.00	47237.50
1125.00	48128.10
1150.00	49855.60
1175.00	50825.10
1200.00	51217.30
1225.10	52427.50
1250.10	53443.80
1275.10	54005.70
1300.10	56047.70
1325.10	57403.60
1350.10	57796.70
1375.10	58722.40
1400.10	59595.10
1425.10	61235.10
1450.10	62326.90
1475.10	62966.10
1500.10	64639.10
1525.10	65542.50
1550.10	66469.50
1575.10	67933.90
1600.10	68805.10
1625.10	70443.60
1650.10	71122.90
1675.10	71806.10
1700.10	73108.80
1725.10	73526.70
1750.10	75468.10
1775.10	76228.10
1800.10	77425.60
1825.10	78342.70
1850.10	78934.90
1875.10	80266.30
1900.10	81496.10
1925.10	82636.90
1950.10	83937.80
1975.10	85011.40
