ProtocolTime	Work

25	9.218860
50	6.469273
75	6.697562
100	8.029847
125	8.774539
150	9.804909
175	11.133610
200	12.896021
225	14.268915
250	15.171666
275	16.798497
300	17.658363
325	19.088487
350	21.308582
375	22.126734
400	24.088608
425	25.937811
450	27.353202
475	28.301045
500	30.788751
525	32.179308
550	32.523917
575	33.890171
600	35.499610
625	37.021988
650	39.315131
675	40.079406
700	41.403901
725	43.234437
750	45.064212
775	46.065388
800	47.875782
825	48.753858
850	49.497828
875	52.017141
900	52.872823
925	54.102369
950	56.322742
975	57.456951
1000	59.493782
1025	60.643684
1050	62.583171
1075	63.295393
1100	64.346091
1125	67.948565
1150	68.368408
1175	69.428336
1200	72.120308
1225	72.186987
1250	74.763383
1275	76.298411
1300	76.527127
1325	78.620009
1350	80.796870
1375	82.417853
1400	82.304743
1425	84.202003
1450	85.239176
1475	87.712625
1500	90.024474
1525	90.437843
1550	93.044650
1575	92.029136
1600	94.851401
1625	96.033458
1650	97.689759
1675	99.345290
1700	100.194050
1725	102.069162
1750	104.513589
1775	106.187760
1800	108.233730
1825	108.104407
1850	111.166426
1875	110.863973
