CPTime	InternalTime

125.10	1492.60
150.10	1804.10
175.10	2150.90
200.10	2434.70
225.10	2675.50
250.10	3048.10
275.10	3302.10
300.10	3547.60
325.00	3881.80
350.00	4246.60
375.00	4517.80
400.00	4784.50
425.00	5112.10
450.00	5424.60
475.00	5719.10
500.00	6141.70
525.00	6295.30
550.00	6615.10
575.00	6952.10
600.00	7197.10
625.00	7521.90
650.00	7883.20
675.00	8137.90
700.00	8474.50
725.00	8674.50
750.00	8979.50
775.00	9419.90
800.00	9705.10
825.00	9871.30
850.00	10095.10
875.00	10560.10
900.00	10880.10
925.00	11033.50
950.00	11448.10
975.00	11748.10
1000.00	12023.20
1025.00	12316.90
1050.00	12631.70
1075.00	12940.50
1100.00	13270.10
1125.00	13629.10
1150.00	13856.80
1175.00	14253.90
1200.00	14524.60
1225.10	14625.70
1250.10	15135.50
1275.10	15318.10
1300.10	15637.80
1325.10	15890.80
1350.10	16357.70
1375.10	16622.50
1400.10	16840.30
1425.10	17259.30
1450.10	17507.70
1475.10	17668.20
1500.10	18050.50
1525.10	18316.50
1550.10	18774.10
1575.10	19049.50
1600.10	19320.10
1625.10	19499.50
1650.10	19780.10
1675.10	20120.20
1700.10	20468.10
1725.10	20908.40
1750.10	21067.90
1775.10	21428.10
1800.10	21654.10
1825.10	21871.90
1850.10	22328.90
1875.10	22625.10
1900.10	22795.30
1925.10	23130.10
1950.10	23414.10
1975.10	24067.30
