CPTime	InternalTime

125.10	199.50
150.10	243.70
175.10	278.90
200.10	316.10
225.10	354.90
250.10	394.50
275.10	438.30
300.10	478.40
325.00	524.50
350.00	561.40
375.00	603.30
400.00	645.30
425.00	678.90
450.00	728.90
475.00	762.20
500.00	798.10
525.00	843.30
550.00	885.60
575.00	920.70
600.00	960.50
625.00	1006.70
650.00	1035.50
675.00	1080.10
700.00	1121.90
725.00	1157.20
750.00	1201.10
775.00	1253.30
800.00	1272.90
825.00	1325.20
850.00	1375.00
875.00	1401.80
900.00	1439.50
925.00	1483.20
950.00	1524.30
975.00	1571.50
1000.00	1608.30
1025.00	1626.40
1050.00	1683.50
1075.00	1728.70
1100.00	1763.30
1125.00	1807.10
1150.00	1840.80
1175.00	1881.40
1200.00	1915.00
1225.10	1952.30
1250.10	1997.40
1275.10	2037.30
1300.10	2064.20
1325.10	2134.40
1350.10	2162.00
1375.10	2198.50
1400.10	2256.10
1425.10	2289.10
1450.10	2329.90
1475.10	2363.70
1500.10	2388.90
1525.10	2445.10
1550.10	2473.30
1575.10	2512.70
1600.10	2542.10
1625.10	2601.60
1650.10	2628.50
1675.10	2670.70
1700.10	2717.10
1725.10	2765.30
1750.10	2798.20
1775.10	2841.10
1800.10	2874.90
1825.10	2912.70
1850.10	2976.60
1875.10	2990.10
1900.10	3025.60
1925.10	3065.70
1950.10	3123.50
1975.10	3132.60
