CPTime	InternalTime

125.10	5387.50
150.10	6615.70
175.10	7324.30
200.10	8472.90
225.10	9493.30
250.10	10657.20
275.10	11692.90
300.10	12797.10
325.00	13993.50
350.00	14992.10
375.00	16079.80
400.00	17160.10
425.00	18157.00
450.00	19470.70
475.00	20390.50
500.00	21445.90
525.00	22437.50
550.00	23768.90
575.00	24608.40
600.00	25975.30
625.00	27040.30
650.00	27571.10
675.00	29145.70
700.00	30034.90
725.00	31017.20
750.00	32078.50
775.00	33160.90
800.00	34612.10
825.00	35648.20
850.00	36767.60
875.00	37549.30
900.00	38556.10
925.00	39763.00
950.00	40662.10
975.00	41982.40
1000.00	43029.30
1025.00	44101.30
1050.00	44838.30
1075.00	45838.00
1100.00	47644.10
1125.00	47863.60
1150.00	49652.50
1175.00	50960.90
1200.00	51363.50
1225.10	52901.70
1250.10	53280.10
1275.10	54957.60
1300.10	56319.60
1325.10	56725.70
1350.10	58577.20
1375.10	59412.40
1400.10	60435.10
1425.10	60913.90
1450.10	62146.40
1475.10	63382.60
1500.10	64424.50
1525.10	65379.10
1550.10	66374.10
1575.10	67464.10
1600.10	68246.60
1625.10	70069.80
1650.10	70757.90
1675.10	71944.10
1700.10	73264.90
1725.10	73827.10
1750.10	74988.10
1775.10	75837.40
1800.10	77882.10
1825.10	78480.60
1850.10	79455.10
1875.10	80570.80
1900.10	81440.80
1925.10	82747.60
1950.10	83725.10
1975.10	84443.50
