CPTime	InternalTime

125.10	2874.40
150.10	3315.30
175.10	3985.10
200.10	4525.90
225.10	4979.50
250.10	5521.60
275.10	6312.50
300.10	6724.10
325.00	7251.30
350.00	7850.80
375.00	8440.10
400.00	9211.30
425.00	9432.10
450.00	10020.10
475.00	10682.00
500.00	11496.30
525.00	11745.40
550.00	12183.70
575.00	12947.30
600.00	13459.70
625.00	14052.50
650.00	14824.00
675.00	15215.10
700.00	15594.70
725.00	16312.90
750.00	16812.10
775.00	17213.30
800.00	17808.10
825.00	18606.50
850.00	19252.30
875.00	19525.90
900.00	20214.40
925.00	20659.30
950.00	21280.80
975.00	22075.10
1000.00	22432.30
1025.00	23225.50
1050.00	23658.30
1075.00	24222.10
1100.00	24849.80
1125.00	25332.10
1150.00	25702.20
1175.00	26419.60
1200.00	26827.30
1225.10	27420.50
1250.10	27941.60
1275.10	28768.10
1300.10	29248.70
1325.10	29852.20
1350.10	30265.30
1375.10	30848.10
1400.10	31605.30
1425.10	31815.40
1450.10	32439.50
1475.10	33133.90
1500.10	33754.10
1525.10	34268.60
1550.10	35109.40
1575.10	35214.40
1600.10	35868.30
1625.10	36026.50
1650.10	37040.30
1675.10	37716.00
1700.10	38227.30
1725.10	38628.10
1750.10	39345.30
1775.10	39979.30
1800.10	40398.50
1825.10	41017.80
1850.10	41670.30
1875.10	42086.60
1900.10	42298.50
1925.10	43084.90
1950.10	43668.10
1975.10	44198.10
