CPTime	InternalTime

125.10	839.40
150.10	1017.70
175.10	1187.30
200.10	1336.90
225.10	1525.10
250.10	1673.70
275.10	1838.50
300.10	2052.60
325.00	2191.60
350.00	2386.00
375.00	2510.50
400.00	2706.70
425.00	2878.30
450.00	3039.40
475.00	3164.30
500.00	3351.70
525.00	3532.20
550.00	3783.70
575.00	3913.30
600.00	4041.90
625.00	4217.50
650.00	4416.10
675.00	4571.10
700.00	4707.00
725.00	4949.30
750.00	5065.30
775.00	5253.60
800.00	5377.60
825.00	5589.70
850.00	5779.50
875.00	5854.10
900.00	6061.60
925.00	6273.70
950.00	6388.10
975.00	6569.20
1000.00	6765.10
1025.00	6890.50
1050.00	7046.10
1075.00	7219.40
1100.00	7491.10
1125.00	7634.80
1150.00	7825.70
1175.00	7961.50
1200.00	8144.50
1225.10	8348.00
1250.10	8444.10
1275.10	8554.10
1300.10	8768.30
1325.10	9037.10
1350.10	9147.70
1375.10	9252.20
1400.10	9468.10
1425.10	9617.50
1450.10	9802.10
1475.10	9920.10
1500.10	10034.60
1525.10	10346.10
1550.10	10435.60
1575.10	10623.90
1600.10	10753.70
1625.10	10949.50
1650.10	11145.10
1675.10	11293.90
1700.10	11450.70
1725.10	11640.90
1750.10	11913.10
1775.10	11957.70
1800.10	12091.30
1825.10	12329.20
1850.10	12488.50
1875.10	12632.10
1900.10	12818.10
1925.10	13053.10
1950.10	13237.30
1975.10	13276.30
