CPTime	InternalTime

125.10	199.70
150.10	239.50
175.10	278.20
200.10	318.20
225.10	361.50
250.10	395.50
275.10	442.70
300.10	477.70
325.00	520.60
350.00	563.40
375.00	599.20
400.00	643.00
425.00	682.70
450.00	723.70
475.00	761.30
500.00	803.00
525.00	842.70
550.00	891.60
575.00	908.90
600.00	965.50
625.00	1001.00
650.00	1043.50
675.00	1093.70
700.00	1109.90
725.00	1153.90
750.00	1195.90
775.00	1235.60
800.00	1276.10
825.00	1330.00
850.00	1349.30
875.00	1409.50
900.00	1457.70
925.00	1484.10
950.00	1523.40
975.00	1543.10
1000.00	1589.30
1025.00	1645.50
1050.00	1680.20
1075.00	1719.70
1100.00	1771.50
1125.00	1794.10
1150.00	1831.30
1175.00	1875.50
1200.00	1919.50
1225.10	1955.30
1250.10	1997.50
1275.10	2047.90
1300.10	2081.10
1325.10	2111.70
1350.10	2155.90
1375.10	2194.60
1400.10	2236.80
1425.10	2279.50
1450.10	2314.30
1475.10	2343.30
1500.10	2393.70
1525.10	2451.30
1550.10	2468.10
1575.10	2527.30
1600.10	2556.50
1625.10	2587.30
1650.10	2633.80
1675.10	2681.70
1700.10	2716.70
1725.10	2749.90
1750.10	2808.00
1775.10	2812.90
1800.10	2876.60
1825.10	2915.30
1850.10	2947.00
1875.10	2995.90
1900.10	3037.70
1925.10	3082.60
1950.10	3116.20
1975.10	3154.50
