CPTime	InternalTime

125.10	863.30
150.10	1025.10
175.10	1172.90
200.10	1332.60
225.10	1526.70
250.10	1670.30
275.10	1851.30
300.10	2008.70
325.00	2205.00
350.00	2336.50
375.00	2493.70
400.00	2685.30
425.00	2848.60
450.00	3021.00
475.00	3226.90
500.00	3369.20
525.00	3505.30
550.00	3682.90
575.00	3889.90
600.00	4086.00
625.00	4214.40
650.00	4383.50
675.00	4553.10
700.00	4698.10
725.00	4894.60
750.00	5110.70
775.00	5272.30
800.00	5396.50
825.00	5574.10
850.00	5731.60
875.00	5925.50
900.00	6036.20
925.00	6292.90
950.00	6456.00
975.00	6597.90
1000.00	6715.90
1025.00	6958.60
1050.00	7066.20
1075.00	7263.30
1100.00	7456.90
1125.00	7606.60
1150.00	7732.50
1175.00	7962.40
1200.00	8106.10
1225.10	8284.90
1250.10	8372.60
1275.10	8584.10
1300.10	8709.70
1325.10	8881.30
1350.10	9068.90
1375.10	9291.10
1400.10	9442.90
1425.10	9601.90
1450.10	9864.90
1475.10	9974.90
1500.10	10140.40
1525.10	10326.50
1550.10	10554.10
1575.10	10613.10
1600.10	10756.60
1625.10	10891.20
1650.10	10984.70
1675.10	11276.20
1700.10	11381.10
1725.10	11608.90
1750.10	11800.90
1775.10	11957.70
1800.10	12103.60
1825.10	12398.10
1850.10	12483.90
1875.10	12628.90
1900.10	12683.30
1925.10	12925.00
1950.10	13086.70
1975.10	13380.50
