ProtocolTime	Work

5	16.928433
10	34.498329
15	51.875650
20	69.410343
25	86.532793
30	103.930774
35	120.539739
40	138.440812
45	155.942489
50	173.071891
55	190.287514
60	208.281128
65	224.782670
70	242.669874
75	259.888190
80	277.008963
85	294.701864
90	311.349731
95	328.541772
100	346.505450
