ProtocolTime	Work

5	0.278639
10	0.593951
15	0.890487
20	1.221539
25	1.511141
30	1.822093
35	2.127464
40	2.428075
45	2.745114
50	3.038377
55	3.317370
60	3.630497
65	3.955892
70	4.251959
75	4.556333
80	4.881969
85	5.163682
90	5.489998
95	5.772736
100	6.104158
105	6.406883
110	6.717178
115	7.015927
120	7.319138
125	7.655691
130	7.949221
135	8.200952
140	8.538784
145	8.832734
150	9.156232
155	9.468249
160	9.752921
165	10.073780
170	10.374530
175	10.659150
180	10.955307
185	11.284427
190	11.626270
195	11.910689
200	12.222739
