Time	Position	CP
562.000000	144.426381	139.705918
562.100000	144.368768	139.679024
562.200000	144.336605	139.563640
562.300000	144.310446	139.374910
562.400000	144.370241	139.314239
562.500000	144.292274	139.377928
562.600000	144.390345	139.607262
562.700000	144.172835	139.765127
562.800000	144.052310	139.898827
562.900000	144.049513	140.108997
563.000000	143.904304	140.284032
563.100000	143.782290	140.456845
563.200000	143.796923	140.485320
563.300000	143.936010	140.528514
563.400000	144.097076	140.485867
563.500000	144.126727	140.625522
563.600000	144.266872	140.748774
563.700000	144.457594	140.930765
563.800000	144.544981	141.004728
563.900000	144.548454	141.148504
564.000000	144.673079	141.325287
564.100000	144.949923	141.522881
564.200000	145.034702	141.690841
564.300000	145.058845	141.765780
564.400000	145.113470	141.849534
564.500000	145.193751	141.843608
564.600000	145.457446	141.882839
564.700000	145.689433	141.862510
564.800000	145.720021	141.933246
564.900000	145.973156	141.901009
565.000000	146.076076	141.852433
565.100000	146.133864	141.758091
565.200000	146.096876	141.700476
565.300000	146.033817	141.552047
565.400000	146.050378	141.403642
565.500000	146.041565	141.286820
565.600000	146.029180	141.149669
565.700000	145.943872	141.020211
565.800000	145.990270	140.999808
565.900000	145.906041	140.992445
566.000000	145.749212	141.006092
566.100000	145.817124	141.028720
566.200000	145.883826	141.194470
566.300000	145.909622	141.215548
566.400000	145.985703	141.209063
566.500000	145.869998	141.309416
566.600000	145.832929	141.406845
566.700000	145.743272	141.312066
566.800000	145.822422	141.313550
566.900000	145.973118	141.289088
567.000000	145.910388	141.277106
567.100000	145.804097	141.240324
567.200000	145.791231	141.151809
567.300000	145.783713	141.194979
567.400000	145.810886	141.274112
567.500000	145.689196	141.320152
567.600000	145.779744	141.366800
567.700000	145.742278	141.346618
567.800000	145.900859	141.338871
567.900000	146.077139	141.275172
568.000000	146.043419	141.237596
568.100000	145.973879	141.060907
568.200000	145.941421	140.899515
568.300000	145.813547	140.875037
568.400000	145.600016	140.924363
568.500000	145.425071	140.988597
568.600000	145.299727	140.976600
568.700000	145.418549	141.009936
568.800000	145.309753	141.043832
568.900000	145.333965	141.048769
569.000000	145.340079	141.093580
569.100000	145.338803	141.071574
569.200000	145.320103	141.101365
569.300000	145.109314	141.163069
569.400000	145.072104	141.200757
569.500000	145.087827	141.135489
569.600000	145.112358	141.196142
569.700000	145.183576	141.378770
569.800000	145.240246	141.423421
569.900000	145.267465	141.379676
570.000000	145.307640	141.343299
570.100000	145.177213	141.422084
570.200000	145.247965	141.556363
570.300000	145.287635	141.756427
570.400000	145.276373	141.865400
570.500000	145.505741	141.972575
570.600000	145.790179	142.080336
570.700000	145.925782	142.248449
570.800000	145.984684	142.352774
570.900000	146.105924	142.510245
571.000000	146.352925	142.628908
571.100000	146.578968	142.641423
571.200000	146.834450	142.710056
571.300000	146.928528	142.699498
571.400000	147.133159	142.738953
571.500000	147.225117	142.851257
571.600000	147.311410	142.961119
571.700000	147.518305	142.989275
571.800000	147.517751	143.114177
571.900000	147.462369	143.215166
572.000000	147.460311	143.280648
572.100000	147.629479	143.240910
572.200000	147.739337	143.292395
572.300000	147.773394	143.457282
572.400000	147.937733	143.645070
572.500000	147.933801	143.915307
572.600000	147.855642	143.992612
572.700000	147.805465	144.035681
572.800000	147.895801	143.967688
572.900000	147.884167	143.989818
573.000000	147.986598	144.037926
573.100000	148.017599	144.096953
573.200000	148.201113	144.116583
573.300000	148.352922	144.104561
573.400000	148.408839	144.157945
573.500000	148.467888	144.167876
573.600000	148.568480	144.133256
573.700000	148.683420	144.055605
573.800000	148.705289	143.989824
573.900000	148.514818	143.874586
574.000000	148.482576	143.829626
574.100000	148.387769	143.764772
574.200000	148.389771	143.768474
574.300000	148.387168	143.840380
574.400000	148.474678	143.886964
574.500000	148.546982	143.980729
574.600000	148.689881	144.021977
574.700000	148.455159	143.973624
574.800000	148.382007	143.902198
574.900000	148.328514	143.900892
575.000000	148.218042	143.991226
575.100000	148.112097	144.072595
575.200000	147.996327	144.111996
575.300000	147.959146	144.121580
575.400000	147.996394	144.134894
