Time	Position	CP
592.200000	152.274180	147.705032
592.300000	152.252995	147.786117
592.400000	152.349857	147.832548
592.500000	152.416810	147.922967
592.600000	152.525675	148.004507
592.700000	152.564803	148.107450
592.800000	152.418307	148.253689
592.900000	152.427461	148.252266
593.000000	152.454515	148.287641
593.100000	152.669673	148.431180
593.200000	152.776829	148.529474
593.300000	152.767435	148.602927
593.400000	152.879149	148.514645
593.500000	153.025831	148.401950
593.600000	153.079414	148.276417
593.700000	152.966379	148.146789
593.800000	152.984405	148.171498
593.900000	152.968502	148.233178
594.000000	153.050861	148.295620
594.100000	153.053707	148.442757
594.200000	152.963131	148.549754
594.300000	152.943238	148.741111
594.400000	152.995248	148.845724
594.500000	153.007397	148.937286
594.600000	153.011859	149.094455
594.700000	152.859400	149.223585
594.800000	152.837419	149.351187
594.900000	152.936129	149.470465
595.000000	152.939387	149.578272
595.100000	153.083141	149.678798
595.200000	153.232898	149.839558
595.300000	153.343304	149.857380
595.400000	153.456011	149.807278
595.500000	153.575030	149.669417
595.600000	153.599880	149.483320
595.700000	153.774950	149.299277
595.800000	153.797085	149.211332
595.900000	153.642157	149.135342
596.000000	153.477971	149.012833
596.100000	153.341037	148.905688
596.200000	153.232841	148.915995
596.300000	153.238507	148.920168
596.400000	153.177383	148.831681
596.500000	153.134469	148.896575
596.600000	152.987013	148.852238
596.700000	152.934222	148.813937
596.800000	152.802667	148.687574
596.900000	152.838978	148.598881
597.000000	152.924986	148.587789
597.100000	152.919405	148.552223
597.200000	152.782364	148.497896
597.300000	152.821870	148.427612
597.400000	152.725066	148.376358
597.500000	152.769926	148.336278
597.600000	152.806786	148.362790
597.700000	152.791540	148.410099
597.800000	152.766712	148.529893
597.900000	152.762428	148.632238
598.000000	152.873920	148.703886
598.100000	152.988343	148.811486
598.200000	152.954041	148.865497
598.300000	152.933319	148.883317
598.400000	153.053995	149.067355
598.500000	153.089519	149.196640
598.600000	153.269629	149.393092
598.700000	153.396790	149.485288
598.800000	153.364050	149.494988
598.900000	153.459338	149.571546
599.000000	153.380543	149.620927
599.100000	153.351604	149.638150
599.200000	153.383888	149.719824
599.300000	153.297308	149.803866
599.400000	153.475455	149.906729
599.500000	153.694714	149.995893
599.600000	153.863765	149.948629
599.700000	154.040342	149.992127
599.800000	154.098008	150.038727
599.900000	154.165290	150.141717
